Number,tweet_text,Tweets,Date,Sentiment,Score,Effective Sentiment Score,Score Cumulative
212,The Pegasus scandal shows once again that calls to weaken encryption are misguided Weaker encryption makes us collectively LESS safe not safer ,"['pegasus', 'scandal', 'shows', 'calls', 'weaken', 'encryption', 'misguided', 'weaker', 'encryption', 'makes', 'us', 'collectively', 'less', 'safe', 'safer']",01-07-2021,negative,0.375396252,-0.124603748,91.72681327
1137,The Pegasus snooping controversy has taken an interesting turn with the government saying that it wont file a detailed affidavit for an independent probe resulting in SC reserving an interim orderPegasusspyware ,"['pegasus', 'snooping', 'controversy', 'taken', 'interesting', 'turn', 'government', 'saying', 'wont', 'file', 'detailed', 'affidavit', 'independent', 'probe', 'resulting', 'sc', 'reserving', 'interim', 'orderpegasusspyware']",01-07-2021,positive,0.62981534,0.12981534,91.85662861
469,The Pegasus spyware scandal reflects a continuation of the unregulated proliferation of mass warrantless technosurveillance first revealed by WikiLeaks as far back as 2011 NSOGroup,"['pegasus', 'spyware', 'scandal', 'reflects', 'continuation', 'unregulated', 'proliferation', 'mass', 'warrantless', 'technosurveillance', 'first', 'revealed', 'wikileaks', 'far', 'back', '2011', 'nsogroup']",01-07-2021,positive,0.795567453,0.295567453,92.15219606
855,The Pegasus spyware scandal reflects a continuation of the unregulated proliferation of mass warrantless technosurveillance first revealed by WikiLeaks as far back as 2011 NSOGROUP,"['pegasus', 'spyware', 'scandal', 'reflects', 'continuation', 'unregulated', 'proliferation', 'mass', 'warrantless', 'technosurveillance', 'first', 'revealed', 'wikileaks', 'far', 'back', '2011', 'nsogroup']",01-07-2021,positive,0.795567453,0.295567453,92.44776351
879,The Pegasus spyware scandal reflects a continuation of the unregulated proliferation of mass warrantless technosurveillance first revealed by WikiLeaks as far back as 2011 NSOGroup,"['pegasus', 'spyware', 'scandal', 'reflects', 'continuation', 'unregulated', 'proliferation', 'mass', 'warrantless', 'technosurveillance', 'first', 'revealed', 'wikileaks', 'far', 'back', '2011', 'nsogroup']",01-07-2021,positive,0.795567453,0.295567453,92.74333097
407,The Pegasus spyware scandal reflects a continuation of the unregulated proliferation of mass warrantless technosurveillance first revealed by WikiLeaks as far back as 2011 NSOGroup ,"['pegasus', 'spyware', 'scandal', 'reflects', 'continuation', 'unregulated', 'proliferation', 'mass', 'warrantless', 'technosurveillance', 'first', 'revealed', 'wikileaks', 'far', 'back', '2011', 'nsogroup']",01-07-2021,positive,0.795567453,0.295567453,93.03889842
317,The Pegasus spyware used to hack deceased journalist Jamal Kashoggi has been confirmed to exist in Apple devices ,"['pegasus', 'spyware', 'used', 'hack', 'deceased', 'journalist', 'jamal', 'kashoggi', 'confirmed', 'exist', 'apple', 'devices']",01-07-2021,negative,0.264653027,-0.235346973,92.80355145
828,The Pegasus thread still continuesAnd dear iphone users are now in the listTime to roast the bird,"['pegasus', 'thread', 'still', 'continuesand', 'dear', 'iphone', 'users', 'listtime', 'roast', 'bird']",01-07-2021,negative,0.381162733,-0.118837267,92.68471418
1757,The Pegasus trial hasnt yet started and now we have thiswtf,"['pegasus', 'trial', 'hasnt', 'yet', 'started', 'thiswtf']",01-07-2021,neutral,0.495121926,-0.004878074,92.6798361
887,The Pegasus will be last straw on the camels back ,"['pegasus', 'last', 'straw', 'camels', 'back']",01-07-2021,positive,0.658141613,0.158141613,92.83797772
255,The Pentagon is busy not acknowledging the fact that UFOs exist but the govt is busy hiding why it is hacking peoples phones and whose phones they have hacked Its the difference between developed and underdeveloped countries  Pegasus,"['pentagon', 'busy', 'acknowledging', 'fact', 'ufos', 'exist', 'govt', 'busy', 'hiding', 'hacking', 'peoples', 'phones', 'whose', 'phones', 'hacked', 'difference', 'developed', 'underdeveloped', 'countries', 'pegasus']",01-07-2021,negative,0.031372048,-0.468627952,92.36934977
219,The phone numbers of Tibetan officials and advisors close to the Dalai Lama appeared on a leaked database of numbers that may have been targets of surveillance using the Pegasus spyware  writes ,"['phone', 'numbers', 'tibetan', 'officials', 'advisors', 'close', 'dalai', 'lama', 'appeared', 'leaked', 'database', 'numbers', 'may', 'targets', 'surveillance', 'using', 'pegasus', 'spyware', 'writes']",01-07-2021,neutral,0.481073231,-0.018926769,92.350423
633,The rationality of d questions raised in d minds of d public is getting stronger due to Central Govt taking a Uturn in the Supreme Court in the Pegasus case and refusing to place the detail before the Apex courtCant it be given in a sealed cover with secrecy ,"['rationality', 'questions', 'raised', 'minds', 'public', 'getting', 'stronger', 'due', 'central', 'govt', 'taking', 'uturn', 'supreme', 'court', 'pegasus', 'case', 'refusing', 'place', 'detail', 'apex', 'courtcant', 'given', 'sealed', 'cover', 'secrecy']",01-07-2021,positive,0.670890093,0.170890093,92.52131309
1248,The refusal to state the truth about Pegasus to the SC is proof in itself that this failed incompetent n corrupt bjp govt did use it against a few for desired results,"['refusal', 'state', 'truth', 'pegasus', 'sc', 'proof', 'failed', 'incompetent', 'n', 'corrupt', 'bjp', 'govt', 'use', 'desired', 'results']",01-07-2021,neutral,0.592793703,0.092793703,92.61410679
1250,The same tongue flexibility to utter anything which we hear in BJPs political rallies are heard even in Supreme court Always hiding behind pseudonationalism This must be desistedPegasus        ,"['tongue', 'flexibility', 'utter', 'anything', 'hear', 'bjps', 'political', 'rallies', 'heard', 'even', 'supreme', 'court', 'always', 'hiding', 'behind', 'pseudonationalism', 'must', 'desistedpegasus']",01-07-2021,negative,0.352941722,-0.147058278,92.46704851
811,The SC seems to be giving a rather long rope to the GoI  And  the GoI is doing a good job of hanging itself on it PegasusSnoopgate InvestigatePegasus Pegasus row In Pegasus Case Why Government Wont File Affidavit In Supreme Court ,"['sc', 'seems', 'giving', 'rather', 'long', 'rope', 'goi', 'goi', 'good', 'job', 'hanging', 'pegasussnoopgate', 'investigatepegasus', 'pegasus', 'row', 'pegasus', 'case', 'government', 'wont', 'file', 'affidavit', 'supreme', 'court']",01-07-2021,neutral,0.540975749,0.040975749,92.50802426
5,The September issue of the Digital Watch monthly newsletter is out Grab a copyHighlights Taliban on SocialMedia Apple amp CSAM Pegasus  surveillance BigTech Chinas new privacy law vs GDPR A win for California GigWorkers,"['september', 'issue', 'digital', 'watch', 'monthly', 'newsletter', 'grab', 'copyhighlights', 'taliban', 'socialmedia', 'apple', 'amp', 'csam', 'pegasus', 'surveillance', 'bigtech', 'chinas', 'new', 'privacy', 'law', 'vs', 'gdpr', 'win', 'california', 'gigworkers']",01-07-2021,positive,0.668562114,0.168562114,92.67658638
11,The September issue of the Digital Watch monthly newsletter is out Grab a copyHighlights Taliban on SocialMedia Apple amp CSAM Pegasus  surveillance BigTech Chinas new privacy law vs GDPR A win for California GigWorkers,"['september', 'issue', 'digital', 'watch', 'monthly', 'newsletter', 'grab', 'copyhighlights', 'taliban', 'socialmedia', 'apple', 'amp', 'csam', 'pegasus', 'surveillance', 'bigtech', 'chinas', 'new', 'privacy', 'law', 'vs', 'gdpr', 'win', 'california', 'gigworkers']",01-07-2021,positive,0.668562114,0.168562114,92.84514849
77,The September issue of the Digital Watch monthly newsletter is out Grab a copyHighlights Taliban on SocialMedia Apple amp CSAM Pegasus  surveillance BigTech Chinas new privacy law vs GDPR A win for California GigWorkers,"['september', 'issue', 'digital', 'watch', 'monthly', 'newsletter', 'grab', 'copyhighlights', 'taliban', 'socialmedia', 'apple', 'amp', 'csam', 'pegasus', 'surveillance', 'bigtech', 'chinas', 'new', 'privacy', 'law', 'vs', 'gdpr', 'win', 'california', 'gigworkers']",01-07-2021,positive,0.668562114,0.168562114,93.01371061
81,The September issue of the Digital Watch monthly newsletter is out Grab a copyHighlights Taliban on SocialMedia Apple amp CSAM Pegasus  surveillance BigTech Chinas new privacy law vs GDPR A win for California GigWorkers,"['september', 'issue', 'digital', 'watch', 'monthly', 'newsletter', 'grab', 'copyhighlights', 'taliban', 'socialmedia', 'apple', 'amp', 'csam', 'pegasus', 'surveillance', 'bigtech', 'chinas', 'new', 'privacy', 'law', 'vs', 'gdpr', 'win', 'california', 'gigworkers']",01-07-2021,positive,0.668562114,0.168562114,93.18227272
1838,The shame of india nojobs nocompanies Ford harleydavidson all leaving So if capable youth are trying startups  it isnt a trophy for modi He thinks pakora too is greattoyconomyfailedPMfailedINDIAModis india  graveyard of companies rammandirscamPegasus ,"['shame', 'india', 'nojobs', 'nocompanies', 'ford', 'harleydavidson', 'leaving', 'capable', 'youth', 'trying', 'startups', 'isnt', 'trophy', 'modi', 'thinks', 'pakora', 'greattoyconomyfailedpmfailedindiamodis', 'india', 'graveyard', 'companies', 'rammandirscampegasus']",01-07-2021,negative,0.247444317,-0.252555683,92.92971704
729,The software updates fix a critical vulnerability in Apple products after security researchers uncovered a flaw that allows the highly invasive Pegasus spyware to infect anyones iPhoneiPad Apple Watch or Mac computer without so much as a click  ,"['software', 'updates', 'fix', 'critical', 'vulnerability', 'apple', 'products', 'security', 'researchers', 'uncovered', 'flaw', 'allows', 'highly', 'invasive', 'pegasus', 'spyware', 'infect', 'anyones', 'iphoneipad', 'apple', 'watch', 'mac', 'computer', 'without', 'much', 'click']",01-07-2021,neutral,0.53508395,0.03508395,92.96480099
950,The spyware called Pegasus  used a novel method to invisibly infect an Apple device without the victims knowledge for as long as six months Known as a zero click remote exploit it is considered the Holy Grail of surveillance via   ,"['spyware', 'called', 'pegasus', 'used', 'novel', 'method', 'invisibly', 'infect', 'apple', 'device', 'without', 'victims', 'knowledge', 'long', 'six', 'months', 'known', 'zero', 'click', 'remote', 'exploit', 'considered', 'holy', 'grail', 'surveillance', 'via']",01-07-2021,positive,0.814859509,0.314859509,93.2796605
126,The statement states that technologies like pegasus detect and exploit vulnerabilities of digital communications without leaving any trace will keep being used as weapons to silence dissent and punish independent reporting,"['statement', 'states', 'technologies', 'like', 'pegasus', 'detect', 'exploit', 'vulnerabilities', 'digital', 'communications', 'without', 'leaving', 'trace', 'keep', 'used', 'weapons', 'silence', 'dissent', 'punish', 'independent', 'reporting']",01-07-2021,neutral,0.525370479,0.025370479,93.30503097
1920,The Supreme Court has ruled that the Centre cannot be forced to file a comprehensive affidavit in response to petitions asking if Pegasus malware was used to snoop on specific persons Click on the link to know moreMarksmenDaily Pegasus Hack Center,"['supreme', 'court', 'ruled', 'centre', 'cannot', 'forced', 'file', 'comprehensive', 'affidavit', 'response', 'petitions', 'asking', 'pegasus', 'malware', 'used', 'snoop', 'specific', 'persons', 'click', 'link', 'know', 'moremarksmendaily', 'pegasus', 'hack', 'center']",01-07-2021,negative,0.258298963,-0.241701037,93.06332994
1703,The Supreme Court is scheduled to hear a batch of pleas seeking an independent probe into the alleged snooping on certain people in India involving Pegasus the Israeli spyware,"['supreme', 'court', 'scheduled', 'hear', 'batch', 'pleas', 'seeking', 'independent', 'probe', 'alleged', 'snooping', 'certain', 'people', 'india', 'involving', 'pegasus', 'israeli', 'spyware']",01-07-2021,neutral,0.542311549,0.042311549,93.10564149
1182,The Supreme Court should immediately issue an order on pegasus  This government has wasted the very valuable time of the court and is hiding the heinous act of spying on the innocent citizens of the country under the guise of National SecurityPegasus SupremeCourt,"['supreme', 'court', 'immediately', 'issue', 'order', 'pegasus', 'government', 'wasted', 'valuable', 'time', 'court', 'hiding', 'heinous', 'act', 'spying', 'innocent', 'citizens', 'country', 'guise', 'national', 'securitypegasus', 'supremecourt']",01-07-2021,neutral,0.462298512,-0.037701488,93.06794
1130,The Supreme Court to hear on Monday seek an independent investigation into Pegasus Snooping RowPegasus PegasusSnoopgate  SupremeCourt PegasusRow  PegasusCase PermissiontoDance mondaythoughts  Read here  ,"['supreme', 'court', 'hear', 'monday', 'seek', 'independent', 'investigation', 'pegasus', 'snooping', 'rowpegasus', 'pegasussnoopgate', 'supremecourt', 'pegasusrow', 'pegasuscase', 'permissiontodance', 'mondaythoughts', 'read']",01-07-2021,neutral,0.500503063,0.000503063,93.06844306
580,The SupremeCourt  of India has decided to pass an interim order on a bunch of pleas seeking an independent probe into the allegation that the government used the Pegasus spyware  for illegal snooping Hindu,"['supremecourt', 'india', 'decided', 'pass', 'interim', 'order', 'bunch', 'pleas', 'seeking', 'independent', 'probe', 'allegation', 'government', 'used', 'pegasus', 'spyware', 'illegal', 'snooping', 'hindu']",01-07-2021,neutral,0.57003057,0.07003057,93.13847363
1195,The SupremeCourt has reserved interim orders on a batch of petitions seeking investigation into the alleged illegal use of Pegasus spyware to snoop civilians journalists etc Pegasus PegasusSnoopgate,"['supremecourt', 'reserved', 'interim', 'orders', 'batch', 'petitions', 'seeking', 'investigation', 'alleged', 'illegal', 'use', 'pegasus', 'spyware', 'snoop', 'civilians', 'journalists', 'etc', 'pegasus', 'pegasussnoopgate']",01-07-2021,negative,0.402151585,-0.097848415,93.04062522
